type,entry_time,exit_time,entry_price,exit_price,sl,tp,profit,result,level,month
BUY,2026-01-05 04:55:00,2026-01-05 05:25:00,4404.147,4412.147,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-05 20:10:00,2026-01-05 20:35:00,4443.957,4439.957,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-05 20:45:00,2026-01-05 21:45:00,4440.693,4448.693,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-06 08:00:00,2026-01-06 08:20:00,4461.16,4469.16,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-06 08:50:00,2026-01-06 09:05:00,4467.074,4463.074,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-07 09:35:00,2026-01-07 10:40:00,4462.828,4466.828,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-07 14:05:00,2026-01-07 14:15:00,4448.7,4452.7,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-07 14:20:00,2026-01-07 14:30:00,4445.495,4449.495,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-07 14:35:00,2026-01-07 14:40:00,4441.066,4445.066,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-07 16:10:00,2026-01-07 16:20:00,4447.043,4451.043,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-08 11:20:00,2026-01-08 12:00:00,4425.784,4417.784,400,800,80.0,TP,61.8,2026-01
SELL,2026-01-08 12:40:00,2026-01-08 13:05:00,4429.006,4421.006,400,800,80.0,TP,61.8,2026-01
SELL,2026-01-08 14:25:00,2026-01-08 14:30:00,4427.676,4431.676,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-09 11:45:00,2026-01-09 12:05:00,4472.34,4480.34,400,800,80.0,TP,61.8,2026-01
SELL,2026-01-09 12:15:00,2026-01-09 12:30:00,4473.718,4465.718,400,800,80.0,TP,61.8,2026-01
SELL,2026-01-09 12:40:00,2026-01-09 13:00:00,4465.999,4469.999,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-09 13:25:00,2026-01-09 13:30:00,4472.947,4468.947,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-09 13:50:00,2026-01-09 14:10:00,4483.075,4489.075,300,600,60.0,TP,78.6,2026-01
BUY,2026-01-12 17:45:00,2026-01-12 18:10:00,4617.352,4613.352,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-12 19:20:00,2026-01-12 19:55:00,4614.784,4610.784,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-13 02:25:00,2026-01-13 02:30:00,4583.833,4587.833,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-13 03:05:00,2026-01-13 03:10:00,4595.366,4598.366,300,600,-30.0,SL,78.6,2026-01
SELL,2026-01-13 03:15:00,2026-01-13 05:25:00,4596.829,4599.829,300,600,-30.0,SL,78.6,2026-01
SELL,2026-01-13 05:30:00,2026-01-13 05:40:00,4590.767,4594.767,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-13 09:30:00,2026-01-13 10:00:00,4589.328,4585.328,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-13 18:40:00,2026-01-13 18:55:00,4600.45,4596.45,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-13 19:40:00,2026-01-13 20:25:00,4595.95,4587.95,400,800,80.0,TP,61.8,2026-01
SELL,2026-01-13 21:30:00,2026-01-13 23:00:00,4587.252,4591.252,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-13 23:30:00,2026-01-13 23:55:00,4595.842,4598.842,300,600,-30.0,SL,78.6,2026-01
BUY,2026-01-14 09:25:00,2026-01-14 09:35:00,4637.539,4633.539,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-14 10:55:00,2026-01-14 11:30:00,4633.025,4629.025,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-14 11:35:00,2026-01-14 11:50:00,4630.006,4626.006,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-14 11:55:00,2026-01-14 12:10:00,4630.328,4638.328,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-14 12:15:00,2026-01-14 13:05:00,4635.968,4631.968,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-14 13:15:00,2026-01-14 13:30:00,4628.658,4624.658,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-14 13:50:00,2026-01-14 14:05:00,4635.41,4631.41,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-14 14:25:00,2026-01-14 14:30:00,4635.375,4631.375,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-14 16:00:00,2026-01-14 16:20:00,4618.483,4622.483,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-14 16:25:00,2026-01-14 16:45:00,4621.698,4613.698,400,800,80.0,TP,61.8,2026-01
SELL,2026-01-14 17:30:00,2026-01-14 17:50:00,4608.5,4612.5,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-15 17:55:00,2026-01-15 20:05:00,4616.439,4612.439,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-16 03:40:00,2026-01-16 04:15:00,4596.281,4600.281,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-16 04:20:00,2026-01-16 05:30:00,4598.867,4602.867,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-16 08:05:00,2026-01-16 08:25:00,4605.535,4609.535,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-16 08:30:00,2026-01-16 10:20:00,4606.285,4610.285,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-16 12:40:00,2026-01-16 12:50:00,4603.441,4599.441,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-16 14:20:00,2026-01-16 14:30:00,4602.149,4606.149,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-16 18:35:00,2026-01-16 18:55:00,4593.011,4585.011,400,800,80.0,TP,61.8,2026-01
SELL,2026-01-16 19:05:00,2026-01-16 19:35:00,4584.481,4588.481,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-16 19:40:00,2026-01-16 20:00:00,4589.31,4593.31,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-16 20:15:00,2026-01-16 20:30:00,4589.658,4581.658,400,800,80.0,TP,61.8,2026-01
SELL,2026-01-16 20:40:00,2026-01-16 20:50:00,4584.25,4588.25,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-16 21:20:00,2026-01-18 23:05:00,4593.447,4597.447,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-19 03:05:00,2026-01-19 03:30:00,4667.451,4663.451,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-19 04:10:00,2026-01-19 05:05:00,4662.192,4670.192,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-19 09:50:00,2026-01-19 10:30:00,4669.314,4665.314,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-19 10:45:00,2026-01-19 11:40:00,4665.357,4661.357,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-19 11:45:00,2026-01-19 12:15:00,4662.565,4666.565,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-19 12:20:00,2026-01-19 13:40:00,4670.663,4666.663,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-19 13:45:00,2026-01-19 15:45:00,4668.403,4672.403,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-20 21:15:00,2026-01-20 23:40:00,4760.413,4768.413,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-21 10:00:00,2026-01-21 10:10:00,4866.396,4862.396,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-21 10:35:00,2026-01-21 11:20:00,4862.929,4870.929,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-21 12:50:00,2026-01-21 13:10:00,4862.094,4870.094,400,800,80.0,TP,61.8,2026-01
SELL,2026-01-22 02:15:00,2026-01-22 02:20:00,4791.451,4795.451,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-22 02:55:00,2026-01-22 03:25:00,4788.979,4792.979,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-22 10:35:00,2026-01-22 11:55:00,4828.315,4836.315,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-22 12:15:00,2026-01-22 12:55:00,4827.193,4823.193,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-22 13:10:00,2026-01-22 13:25:00,4826.707,4834.707,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-22 15:00:00,2026-01-22 15:05:00,4834.401,4831.401,300,600,-30.0,SL,78.6,2026-01
BUY,2026-01-22 21:10:00,2026-01-22 21:30:00,4922.777,4930.777,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-23 01:05:00,2026-01-23 01:15:00,4945.049,4953.049,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-23 01:20:00,2026-01-23 01:30:00,4948.126,4956.126,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-23 02:10:00,2026-01-23 02:40:00,4949.474,4957.474,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-23 02:45:00,2026-01-23 02:55:00,4960.982,4956.982,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-23 03:05:00,2026-01-23 03:10:00,4958.78,4954.78,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-23 03:30:00,2026-01-23 03:40:00,4950.607,4946.607,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-23 04:20:00,2026-01-23 05:20:00,4952.014,4960.014,400,800,80.0,TP,61.8,2026-01
SELL,2026-01-23 14:15:00,2026-01-23 14:30:00,4942.195,4934.195,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-23 21:00:00,2026-01-23 21:15:00,4983.888,4979.888,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-23 21:20:00,2026-01-25 23:00:00,4981.993,4989.993,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-26 10:50:00,2026-01-26 11:10:00,5092.796,5088.796,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-26 11:20:00,2026-01-26 12:00:00,5084.505,5092.505,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-26 12:05:00,2026-01-26 12:15:00,5092.495,5088.495,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-26 12:20:00,2026-01-26 12:25:00,5096.661,5093.661,300,600,-30.0,SL,78.6,2026-01
BUY,2026-01-26 12:40:00,2026-01-26 12:55:00,5083.52,5079.52,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-26 14:25:00,2026-01-26 14:30:00,5078.48,5082.48,400,800,-40.0,SL,61.8,2026-01
SELL,2026-01-26 14:40:00,2026-01-26 14:45:00,5081.799,5085.799,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-26 14:50:00,2026-01-26 15:00:00,5092.174,5089.174,300,600,-30.0,SL,78.6,2026-01
SELL,2026-01-27 00:40:00,2026-01-27 00:45:00,5031.986,5023.986,400,800,80.0,TP,61.8,2026-01
SELL,2026-01-27 02:10:00,2026-01-27 02:15:00,5064.039,5067.039,300,600,-30.0,SL,78.6,2026-01
BUY,2026-01-27 02:20:00,2026-01-27 02:25:00,5068.076,5065.076,300,600,-30.0,SL,78.6,2026-01
BUY,2026-01-27 04:15:00,2026-01-27 04:35:00,5074.389,5070.389,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-27 04:40:00,2026-01-27 04:50:00,5066.506,5062.506,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-27 04:55:00,2026-01-27 05:00:00,5067.968,5063.968,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-28 12:10:00,2026-01-28 12:35:00,5261.309,5269.309,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-28 12:40:00,2026-01-28 12:45:00,5269.603,5265.603,400,800,-40.0,SL,61.8,2026-01
BUY,2026-01-28 16:00:00,2026-01-28 16:15:00,5281.498,5289.498,400,800,80.0,TP,61.8,2026-01
BUY,2026-01-28 16:20:00,2026-01-28 16:25:00,5286.463,5283.463,300,600,-30.0,SL,78.6,2026-01
BUY,2026-01-28 16:35:00,2026-01-28 16:45:00,5283.213,5289.213,300,600,60.0,TP,78.6,2026-01
BUY,2026-01-28 16:50:00,2026-01-28 16:55:00,5292.316,5298.316,300,600,60.0,TP,78.6,2026-01
BUY,2026-01-29 04:05:00,2026-01-29 04:10:00,5547.268,5544.268,300,600,-30.0,SL,78.6,2026-01
BUY,2026-01-29 04:15:00,2026-01-29 04:25:00,5541.528,5549.528,400,800,80.0,TP,61.8,2026-01
SELL,2026-02-02 00:20:00,2026-02-02 00:25:00,4856.988,4850.988,300,600,60.0,TP,78.6,2026-02
SELL,2026-02-02 00:30:00,2026-02-02 00:35:00,4819.638,4823.638,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-03 12:30:00,2026-02-03 12:35:00,4916.86,4912.86,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-03 12:40:00,2026-02-03 12:50:00,4912.059,4908.059,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-03 12:55:00,2026-02-03 13:00:00,4913.763,4909.763,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-03 13:05:00,2026-02-03 13:10:00,4926.492,4923.492,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-03 13:20:00,2026-02-03 13:25:00,4921.926,4929.926,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-03 13:55:00,2026-02-03 14:00:00,4932.686,4929.686,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-03 14:05:00,2026-02-03 14:10:00,4928.955,4925.955,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-03 14:15:00,2026-02-03 14:20:00,4917.168,4913.168,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-03 14:45:00,2026-02-03 14:55:00,4923.398,4919.398,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-03 15:05:00,2026-02-03 15:10:00,4937.185,4934.185,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-03 15:25:00,2026-02-03 15:30:00,4925.056,4921.056,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-03 15:40:00,2026-02-03 15:45:00,4923.706,4919.706,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-03 15:50:00,2026-02-03 15:55:00,4933.681,4929.681,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-03 16:00:00,2026-02-03 16:05:00,4939.55,4936.55,300,600,-30.0,SL,78.6,2026-02
SELL,2026-02-04 20:45:00,2026-02-04 20:50:00,4940.711,4943.711,300,600,-30.0,SL,78.6,2026-02
SELL,2026-02-04 20:55:00,2026-02-04 21:00:00,4938.664,4941.664,300,600,-30.0,SL,78.6,2026-02
SELL,2026-02-05 17:55:00,2026-02-05 18:00:00,4869.299,4873.299,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-05 18:05:00,2026-02-05 18:10:00,4866.156,4858.156,400,800,80.0,TP,61.8,2026-02
SELL,2026-02-05 18:30:00,2026-02-05 18:35:00,4869.458,4861.458,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-06 08:55:00,2026-02-06 09:00:00,4862.07,4859.07,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-06 09:15:00,2026-02-06 09:20:00,4847.788,4855.788,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-06 09:30:00,2026-02-06 09:35:00,4865.997,4861.997,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-06 09:45:00,2026-02-06 09:50:00,4869.45,4865.45,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-06 09:55:00,2026-02-06 10:00:00,4866.646,4874.646,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-06 10:05:00,2026-02-06 10:10:00,4877.737,4874.737,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-06 10:30:00,2026-02-06 10:40:00,4868.157,4876.157,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-06 10:50:00,2026-02-06 10:55:00,4875.777,4872.777,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-06 11:05:00,2026-02-06 11:10:00,4872.74,4880.74,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-06 16:00:00,2026-02-06 16:05:00,4949.927,4946.927,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-06 16:15:00,2026-02-06 16:20:00,4942.419,4938.419,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-06 16:25:00,2026-02-06 16:30:00,4938.209,4934.209,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-06 16:35:00,2026-02-06 16:40:00,4941.535,4937.535,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-06 17:20:00,2026-02-06 17:25:00,4958.182,4955.182,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-06 17:40:00,2026-02-06 17:55:00,4954.301,4962.301,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-06 19:15:00,2026-02-06 19:30:00,4958.233,4954.233,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-10 02:10:00,2026-02-10 02:15:00,5041.999,5044.999,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-10 02:30:00,2026-02-10 02:35:00,5046.939,5043.939,300,600,-30.0,SL,78.6,2026-02
SELL,2026-02-10 02:45:00,2026-02-10 02:50:00,5042.624,5045.624,300,600,-30.0,SL,78.6,2026-02
SELL,2026-02-10 02:55:00,2026-02-10 03:05:00,5038.452,5030.452,400,800,80.0,TP,61.8,2026-02
SELL,2026-02-10 03:10:00,2026-02-10 03:15:00,5026.921,5018.921,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-10 13:45:00,2026-02-10 13:50:00,5055.854,5052.854,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-10 14:05:00,2026-02-10 14:15:00,5055.788,5061.788,300,600,60.0,TP,78.6,2026-02
BUY,2026-02-11 01:10:00,2026-02-11 01:15:00,5041.234,5037.234,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-11 01:20:00,2026-02-11 01:30:00,5037.935,5033.935,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-11 01:35:00,2026-02-11 01:50:00,5041.894,5049.894,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-11 01:55:00,2026-02-11 02:00:00,5052.332,5049.332,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-11 02:15:00,2026-02-11 02:40:00,5044.088,5052.088,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-11 03:15:00,2026-02-11 03:20:00,5049.838,5057.838,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-11 16:30:00,2026-02-11 16:35:00,5074.722,5071.722,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-11 16:50:00,2026-02-11 17:00:00,5073.649,5070.649,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-11 17:05:00,2026-02-11 17:15:00,5080.203,5086.203,300,600,60.0,TP,78.6,2026-02
BUY,2026-02-11 18:35:00,2026-02-11 19:10:00,5081.174,5089.174,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-11 19:15:00,2026-02-11 19:35:00,5088.908,5084.908,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-11 20:50:00,2026-02-11 21:00:00,5089.158,5085.158,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-11 21:05:00,2026-02-11 21:25:00,5086.287,5082.287,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-11 21:40:00,2026-02-11 23:00:00,5080.39,5088.39,400,800,80.0,TP,61.8,2026-02
SELL,2026-02-12 02:55:00,2026-02-12 03:00:00,5065.816,5069.816,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-12 03:10:00,2026-02-12 03:25:00,5068.73,5060.73,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-12 05:20:00,2026-02-12 05:25:00,5075.365,5072.365,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-12 11:45:00,2026-02-12 12:05:00,5064.731,5060.731,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-12 18:40:00,2026-02-12 18:50:00,4940.583,4944.583,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-12 18:55:00,2026-02-12 19:05:00,4935.828,4939.828,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-12 19:55:00,2026-02-12 20:05:00,4945.686,4939.686,300,600,60.0,TP,78.6,2026-02
SELL,2026-02-12 20:15:00,2026-02-12 20:20:00,4937.838,4929.838,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-13 06:55:00,2026-02-13 07:00:00,4967.124,4963.124,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-13 12:15:00,2026-02-13 13:00:00,4966.999,4974.999,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-16 09:10:00,2026-02-16 10:10:00,5011.246,5007.246,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-16 14:00:00,2026-02-16 14:15:00,4995.361,4999.361,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-17 11:50:00,2026-02-17 11:55:00,4925.44,4929.44,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-17 12:00:00,2026-02-17 12:05:00,4930.542,4934.542,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-17 12:10:00,2026-02-17 12:15:00,4933.768,4937.768,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-18 00:50:00,2026-02-18 01:00:00,4878.238,4882.238,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-18 20:30:00,2026-02-18 21:50:00,4981.7,4977.7,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-18 23:55:00,2026-02-19 00:00:00,4976.255,4972.255,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-19 00:35:00,2026-02-19 00:45:00,4971.067,4963.067,400,800,80.0,TP,61.8,2026-02
SELL,2026-02-19 03:10:00,2026-02-19 03:30:00,4969.642,4973.642,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-20 00:50:00,2026-02-20 01:00:00,5001.028,5009.028,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-20 01:30:00,2026-02-20 01:35:00,4999.798,4995.798,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-20 01:40:00,2026-02-20 02:00:00,4997.626,4993.626,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-20 02:20:00,2026-02-20 02:55:00,4996.983,4992.983,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-20 11:30:00,2026-02-20 11:35:00,5032.23,5028.23,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-20 11:40:00,2026-02-20 11:45:00,5027.022,5023.022,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-20 18:45:00,2026-02-20 18:50:00,5072.355,5068.355,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-20 18:55:00,2026-02-20 19:55:00,5071.081,5079.081,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-23 19:05:00,2026-02-23 19:45:00,5209.377,5217.377,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-23 19:55:00,2026-02-23 20:00:00,5215.605,5221.605,300,600,60.0,TP,78.6,2026-02
SELL,2026-02-24 09:15:00,2026-02-24 10:20:00,5172.441,5176.441,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-24 11:15:00,2026-02-24 11:45:00,5173.904,5177.904,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-25 09:30:00,2026-02-25 10:05:00,5189.479,5185.479,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-25 11:55:00,2026-02-25 13:05:00,5181.284,5189.284,400,800,80.0,TP,61.8,2026-02
SELL,2026-02-26 00:05:00,2026-02-26 00:10:00,5161.86,5165.86,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-26 01:55:00,2026-02-26 02:00:00,5191.599,5188.599,300,600,-30.0,SL,78.6,2026-02
SELL,2026-02-26 02:05:00,2026-02-26 02:30:00,5187.326,5179.326,400,800,80.0,TP,61.8,2026-02
SELL,2026-02-26 02:55:00,2026-02-26 03:15:00,5184.348,5188.348,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-26 03:25:00,2026-02-26 03:55:00,5188.367,5192.367,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-26 04:00:00,2026-02-26 05:00:00,5194.186,5190.186,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-26 05:05:00,2026-02-26 05:20:00,5194.256,5202.256,400,800,80.0,TP,61.8,2026-02
BUY,2026-02-26 05:30:00,2026-02-26 05:35:00,5201.27,5198.27,300,600,-30.0,SL,78.6,2026-02
BUY,2026-02-26 05:55:00,2026-02-26 06:00:00,5197.994,5193.994,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-26 06:05:00,2026-02-26 06:20:00,5198.073,5194.073,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-26 06:30:00,2026-02-26 06:45:00,5196.673,5192.673,400,800,-40.0,SL,61.8,2026-02
BUY,2026-02-26 06:50:00,2026-02-26 07:00:00,5193.137,5189.137,400,800,-40.0,SL,61.8,2026-02
SELL,2026-02-26 16:45:00,2026-02-26 16:55:00,5181.351,5175.351,300,600,60.0,TP,78.6,2026-02
SELL,2026-02-26 17:10:00,2026-02-26 17:25:00,5179.821,5173.821,300,600,60.0,TP,78.6,2026-02
SELL,2026-02-26 17:35:00,2026-02-26 17:45:00,5173.75,5165.75,400,800,80.0,TP,61.8,2026-02
