type,entry_time,exit_time,entry_price,exit_price,profit,result,month
SELL,2026-06-26 02:15:00,2026-06-26 02:20:00,4009.3,4011.3,-20.0,SL,2026-06
SELL,2026-06-26 02:30:00,2026-06-26 02:35:00,4002.932,3998.932,40.0,TP,2026-06
SELL,2026-06-26 02:40:00,2026-06-26 02:50:00,3992.366,3994.366,-20.0,SL,2026-06
SELL,2026-06-26 03:20:00,2026-06-26 03:25:00,3993.657,3995.657,-20.0,SL,2026-06
BUY,2026-06-26 09:15:00,2026-06-26 09:20:00,4046.55,4044.55,-20.0,SL,2026-06
BUY,2026-06-26 09:35:00,2026-06-26 09:40:00,4051.789,4049.789,-20.0,SL,2026-06
BUY,2026-06-26 09:50:00,2026-06-26 09:55:00,4050.765,4048.765,-20.0,SL,2026-06
BUY,2026-06-26 10:05:00,2026-06-26 10:15:00,4049.712,4047.712,-20.0,SL,2026-06
BUY,2026-06-26 10:25:00,2026-06-26 10:30:00,4047.967,4051.967,40.0,TP,2026-06
BUY,2026-06-26 10:55:00,2026-06-26 11:00:00,4054.815,4052.815,-20.0,SL,2026-06
BUY,2026-06-26 12:55:00,2026-06-26 13:00:00,4058.828,4056.828,-20.0,SL,2026-06
BUY,2026-06-26 13:20:00,2026-06-26 13:25:00,4057.095,4055.095,-20.0,SL,2026-06
BUY,2026-06-26 13:40:00,2026-06-26 13:45:00,4062.126,4060.126,-20.0,SL,2026-06
BUY,2026-06-26 13:55:00,2026-06-26 14:00:00,4073.614,4071.614,-20.0,SL,2026-06
BUY,2026-06-26 14:15:00,2026-06-26 14:25:00,4088.73,4086.73,-20.0,SL,2026-06
BUY,2026-06-26 14:40:00,2026-06-26 14:45:00,4082.568,4086.568,40.0,TP,2026-06
BUY,2026-06-26 15:40:00,2026-06-26 15:45:00,4094.872,4092.872,-20.0,SL,2026-06
SELL,2026-06-29 00:20:00,2026-06-29 00:25:00,4052.347,4048.347,40.0,TP,2026-06
SELL,2026-06-29 14:00:00,2026-06-29 14:05:00,4027.184,4023.184,40.0,TP,2026-06
SELL,2026-06-29 14:10:00,2026-06-29 14:15:00,4008.935,4010.935,-20.0,SL,2026-06
SELL,2026-06-29 14:35:00,2026-06-29 14:45:00,4023.712,4019.712,40.0,TP,2026-06
